word,pos,rules
गब्रुवा,,
गभर्नर,NN,"18,22,15"
गभारो,NN,"15,22"
गभीर,,
गम,NN,"15,22"
गमक,,
गमक्क,ADVM,
गमनीय,,
गमर्को,NN,"15,22"
गमला,NN,"18,22,15"
गमार,,
गमिलो,ADJ,14
गमी,,
गम्,VF,"1,41"
गम्क,VF,23
गम्छा,NN,"18,22,15"
गम्दार,,
गम्भीर,ADJ,33
गम्भीरता,,
गम्भीरभावमा,,"15,22"
गम्म,NN,
गम्मागम्म,,
गम्मागम्मी,,
गम्य,,
गम्रङ्ग,ADVM,
गयब,,
गयल,NN,"15,22"
गया,NP,"15,22"
गरगहना,,"18,22,15"
गरमागरम,,
गरा,NN,"18,22,15"
गराइ,,"8,43"
गरिब,ADJ,
गरिबपरवर,,
गरिमा,NN,"18,22,15"
गरियो,,"18,22,15"
गरिवी,,"18,22,15"
गरिष्ठ,,
गर्,VF,"1,41,71,72"
गर्चो,NN,14
गर्ज,VF,"8,45"
गर्जक,,
गर्जन,,"18,22,15"
गर्जनतर्जन,,"15,22"
गर्जना,,"18,22,15"
गर्जने,,
गर्जित,,
गर्दन,NN,
गर्दने,,
गर्धन,NN,"18,22,15"
गर्धने,,
गर्न्धर्व,,"18,22,15"
गर्भ,NN,"18,22,15"
गर्भघाती,,
गर्भधारण,,"15,22"
गर्भपतन,,"18,22,15"
गर्भपातक,,
गर्भपाती,,
गर्भवती,,
गर्भाधान,,"15,22"
गर्भाशय,,"15,22"
गर्भित,,
गर्भे,,
गर्भेउलो,,14
गर्मी,NN,"15,22"
गर्ल्यामगुर्लुम,,
गर्व,NN,"15,22"
गर्वित,,
गर्विता,,
गर्वी,,
गर्हणीय,,
गर्हित,,
गर्ह्य,,
गल,NN,
गलकट्टा,,
गलकट्नु,,
गलकोटे,,
गलक्क,,
गलगाँड,,"18,22,15"
गलगिज्ज,,
गलत,ADJ,"15,22"
गलफती,NN,"15,22"
गलल्ल,,
गलसेरा,,
गला,NN,"18,22,15"
गलित,,
गलितयौवना,,
गले,,
गलैँचा,NN,"18,22,15"
गल्,VF,"1,41"
गल्ड्याङ्ग्रो,ADJ,14
गल्ती,VF,"18,22,15"
गल्थोवाल,,
गल्फ,NN,"15,22"
गल्याकगुलुक,,
गल्याङमल्याङ,,
गल्ल,,
गल्ली,NN,"18,22,15"
गवेषक,,
गवेषण,NN,
गवेषी,,
गव्य,,
गस्ती,NN,"15,22"
गह,NN,"15,22"
गहकिलो,ADJ,14
गहत,NN,"15,22"
गहते,,
गहन,NN,
गहना,NN,"18,22,15"
गहिराइ,,"15,22"
गहिरी,,
गहिरो,"ADJ,ADJ",14
गहुँ,NN,"15,22"
गहुँगोरो,,14
गह्रुँगो,,14
गह्रुको,,14
गह्रुङ्गो,"ADJ,ADJ",14
गह्रौं,ADJ,
गाँजा,NN,"15,22"
गाँज्,VF,"1,41"
गाँठ,NN,
गाँठकोपी,,"18,22,15"
गाँठी,,"15,22"
गाँठे,,
गाँठो,,"18,22,15"
गाँड,NN,
गाँडागर्चा,,
गाँडीमुखे,,
गाँडे,,
गाँडो,,14
गाँथ,,"8,45"
गाँस,NN,"18,22,15"
गाँसे,,
गाँस्,VF,"1,41"
गाइड,NN,"18,22,15"
गाइने,,"18,22,15"
गाई,NN,"18,22,15"
गाईखुरे,,
गाईगोडे,,
गाईघाट,NP,"15,22"
गाईजात्रे,,
गाईपाला,,
गाईवस्तु,,"18,22,15"
गाउ,VF,"9,42"
गाउँ,NN,"18,22,15,67"
गाउँगाउँ,,"15,22"
गाउँघर,,"18,22,15"
गाग्री,,"18,22,15"
गाग्रो,NN,"15,22"
गाङ्गुली,,"15,22"
गाङ्गेय,,
गाजर,,"18,22,15"
गाजल,NN,
गाजले,,
गाजेमाजे,,
गाडा,NN,"18,22,15"
गाडी,,"18,22,15"
गाड्,VF,"1,41"
गाढ,,
गाढा,ADJ,"15,22"
गाता,NN,
गाताबन्दी,,
गाथा,NN,"18,22,15"
गाथाकार,,"18,22,15"
गाध,,
गान,,"18,22,15"
गाना,NN,"18,22,15"
गान्टे,,
गान्टो,"ADJ,ADJ",14
गान्तोक,NP,"15,22"
गान्धर्व,NN,
गान्धी,NP,"18,22,15"
गान्धीवादी,,
गाभिन,,
गाभिनु,,
गाभ्,VF,"1,41"
गामी,,
गायक,,"18,22,15"
गायत्री,NP,"18,22,15"
गायन,,"18,22,15"
गायब,ADJ,"15,22"
गारुड,NN,
गारो,NN,"18,22,15"
गार्ड,NN,"18,22,15"
गार्डेन,,"18,22,15"
गार्मेन्ट,,"18,22,15"
गाल,NN,
गाला,,"18,22,15"
गाली,NN,"18,22,15"
गाले,,
गालो,NN,"15,22"
गाल्,VF,"1,41"
गाविस,,"18,22,15"
गाहक,,"18,22,15"
गाहकी,,"18,22,15"
गाह्रो,ADJ,14
गिँड्,VF,"1,41"
गिगाबाइट,NN,"15,22"
गिजल्,VF,"1,41"
गिजा,NN,"18,22,15"
गिजि,,"8,43"
गिजिङमिजिङ,,
गिजिमिजि,,
गिजोलो,,14
गिजोल्,VF,"1,41"
गिज्ज,,
गिटी,NN,"18,22,15"
गिट्टी,,"15,22"
गिडगिड,,
गित,NN,
गितार,NN,"18,22,15"
गितारु,,
गिदाङ्गे,,"18,22,15"
गिदी,NN,"15,22"
गिद्ध,NN,"18,22,15"
गिद्धे,,
गिरफ्तार,NN,
गिरफ्तारी,,"18,22,15"
गिरावट,,"15,22"
गिरि,,"8,43"
गिरिजा,NP,"18,22,15"
गिरी,NP,"15,22"
गिर्,VF,"1,41"
गिर्खा,NN,"18,22,15"
गिर्जाघर,NN,"18,22,15"
गिलास,NN,"18,22,15"
गिलिक्क,,
गिलिल्ल,,
गिलो,ADJ,14
गिल्ल,,
गिल्ला,NN,"15,22"
गिल्लाकार,,
गीत,NN,"18,22,15"
गीतकार,,"18,22,15"
गीतसङ्गीत,,"18,22,15"
गीता,NP,"18,22,15"
गीतिकविता,,"18,22,15"
गीतिकाव्य,,"18,22,15"
गीतिचेत,,"15,22"
गीतिनाटक,,"18,22,15"
गीतिमय,,
गुँगो,ADJ,14
गुँड,NN,"18,22,15"
गुँडुलि,VF,"8,43"
गुँडुल्कि,,"8,43"
गुइँठा,NN,
गुइँठे,,
गुचमुच्च,,
गुच्छा,NN,"18,22,15"
गुच्छादार,,
गुजमुजे,,
गुजमुज्ज,,
गुजारा,NN,"15,22"
गुजार्,VF,"1,41"
गुजिल्टो,NN,"15,22"
गुजुक्क,,
गुजुमुजु,,
गुज्ज,,
गुज्जि,,"8,43"
गुज्र,VF,"8,45"
गुज्राँत,NP,
गुज्राँती,,
गुञ्जायमान,,
गुट,NN,"18,22,15"
गुटबन्दी,,"18,22,15"
गुटमुटि,,"8,43"
गुटुमुटु,,
गुठिल,,
गुठी,NN,"18,22,15"
गुठुरि,"NN,VF","8,43"
गुडगुड,,
गुड्,VF,"8,45"
गुड्क,,"8,45"
गुड्ड,,
गुण,NN,"18,22,15,36"
गुणनिधि,,
गुणपृष्ठ,,"18,22,15"
गुणवाचक,,
गुणवान्,,
गुणसागर,,
गुणस्तर,,"15,22"
गुणहीन,,
गुणा,NN,"15,22"
गुणाढ्य,,
गुणातीत,,
गुणात्मक,,
गुणी,,
गुणीभूत,,
गुण्ठित,,
गुण्डा,NN,"18,22,15"
गुण्डागर्दी,,"15,22"
गुत्,,"1,41"
गुथ्,VF,"1,41"
गुदिलो,,14
गुदी,NN,"18,22,15"
गुदुगुदु,,
गुन,NN,"15,22"
गुनगुन,,"15,22"
गुनासा,,"18,22,15"
गुनासो,NN,"18,22,15"
गुनि,NN,"8,43"
गुनुगुनु,,
गुन्,VF,"1,41"
गुन्टा,,"18,22,15"
गुन्टे,,
गुन्टो,NN,
गुन्डा,NN,"18,22,15"
गुन्डो,ADJ,14
गुन्द्री,NN,"18,22,15"
गुन्द्रुक,NN,"15,22"
गुन्द्रुङ्ग,,
गुन्न,,
गुपचुप,,"15,22"
गुप्त,NN,
गुप्तचर,,"18,22,15"
गुप्तबोधार्थ,,"18,22,15"
गुप्तलेखन,,"15,22"
गुप्ता,NP,"18,22,15"
गुप्ती,,"15,22,31"
गुप्तीकरण,,
गुप्तीमारा,,
गुफा,NN,"15,22"
गुभे,,
गुभो,NN,14
गुम,NN,"15,22"
गुमनाम,,
गुमराह,,"15,22"
गुम्,VF,"1,41"
गुम्फित,,
गुम्बा,NN,"15,22"
गुम्म,ADJ,
गुम्स,VF,"8,45"
गुम्सँदो,,14
गुम्साइँदो,,14
गुम्सि,,"8,43"
गुम्सिँदो,,14
गुरगुर,,
गुरगुरी,,
गुराँस,NN,"18,22,15"
गुराँसथुँगे,,
गुराँसे,,"15,22"
गुरु,NN,"18,22,15"
गुरुकुल,,"15,22"
गुरुङ,NP,"18,22,15"
गुरुपाक,,
गुरुवार,,"15,22"
गुर्क,VF,"8,45"
गुर्र,,
गुल,,"15,22"
गुलजार,ADJ,
गुलरिया,NP,"15,22"
गुला,NN,"18,22,15"
गुलाफ,NN,"18,22,15"
गुलाफी,,
गुलाब,NN,"18,22,15"
गुलाबजामुन,,"15,22"
गुलाबी,,
गुलियो,ADJ,"15,22"
गुलेली,NN,"18,22,15"
गुल्ट,VF,"8,45"
गुल्म,NN,"18,22,15"
गुल्मी,NP,"18,22,15,65"
गुह,NN,
गुहाटी,NP,"15,22"
गुहार,NN,"18,22,15"
गुहु,NN,"15,22"
गुहे,,
गुह्य,,
गुह्यान,,
गुह्येश्वरी,NP,"15,22"
गूढ,,
गूढाशय,,
गृध्र,,
गृष्म,NN,"15,22"
गृह,NN,"18,22,15"
गृहकार्य,,"18,22,15"
गृहपृष्ठ,,"18,22,15"
गृहमन्त्रालय,,"18,22,15"
गृहमन्त्री,,"18,22,15"
गृहयुद्ध,,"18,22,15"
गृहवासी,,
गृहसचिव,,"18,22,15"
गृहस्थ,,
गृहस्थी,,"18,22,15"
गृहिणी,NN,"18,22,15"
गृहीत,,
गृहीतार्थ,,
गृह्य,,
गेगरान,,
गेग्य्रान,,
गेग्रिन,,
गेट,NN,"18,22,15"
गेटवे,,"18,22,15"
गेडा,NN,"18,22,15"
गेडागुडी,,"18,22,15"
गेम,,"18,22,15"
गेय,,36
गेयात्मक,,
गेरवशाली,,
गेरु,NN,"15,22"
गेरुवा,,
गेस्टहाउस,,"18,22,15"
गैँडा,NN,"18,22,15"
गैँडाकोट,NP,"15,22"
गैंडे,,
गैमार,,
गैर-सरकारी,,"15,22"
गैर,NN,
गैरकानुनी,,
गैरजिम्मेदार,,
गैरसरकारी,,
गैरहाजिर,,
गैरी,,"15,22"
गैरो,ADJ,14
गैवार,,
गैसस,NN,"18,22,15"
गैह्र,,
गोकर्ण,NP,"15,22"
गोकुल,NP,"15,22"
गोकुले,,"15,22"
गोङ्गबु,NP,"15,22"
गोचर,NN,
गोजी,NN,"18,22,15"
गोज्याङ्ग्रो,ADJ,14
गोटा,NN,"15,22"
गोटेबर्ग,NP,"15,22"
गोठ,NN,"18,22,15"
गोठपाला,,
गोठाला,,"18,22,15"
गोठाले,,
गोठालो,,"18,22,15"
गोठे,,
गोठेरी,,
गोडमेल,,"15,22"
गोडा,NN,"18,22,15"
गोड्,VF,"1,41"
गोड्धुवा,,"15,22"
गोता,NN,
गोताखोर,,
गोतामे,NP,"18,22,15"
गोताले,,
गोतिया,,
गोती,,
गोत्र,NN,"18,22,15"
गोत्रप्रवर्तक,,
गोत्रिक,,
गोत्री,,
गोथे,,"15,22"
गोदत्त,,"18,22,15"
गोदत्तप्रसाद,NP,"18,22,15"
गोदाम,NN,"18,22,15"
गोदार,,"15,22"
गोदावरी,NP,"15,22"
गोदाहा,ADJ,
गोद्,VF,"1,41"
गोपनीय,ADJ,"15,22,33"
गोपनीयता,,
गोपाल,NP,"18,22,15"
गोपी,NP,"18,22,15"
गोप्य,ADJ,33
गोप्यता,,
गोप्राणी,,
गोफ्ले,NP,
गोबर,NN,"15,22"
गोबरगणेश,,
गोब्य्राउ,VF,"9,42"
गोब्रे,,
गोभ्,,"1,41"
गोमा,NP,"18,22,15"
गोरखनाथ,NP,"18,22,15"
गोरखा,NP,"15,22"
गोरखापत्र,,"18,22,15"
गोरखाली,,
गोराखिलो,,14
गोरु,NN,"18,22,15"
गोरुसिङ्गे,,
गोरे,,
गोरेटा,,"18,22,15"
गोरेटो,NN,"18,22,15"
गोरो,ADJ,14
गोर्खा,,"15,22"
गोर्खाली,,
गोर्भाचोभ,NP,"18,22,15"
गोल,NN,"18,22,15"
गोलकर्ता,,"18,22,15"
गोलकिपर,,"18,22,15"
गोलबद्ध,,
गोलबन्द,,
गोलभेँडा,NN,"18,22,15"
गोलमटोल,,
गोलमाल,,"15,22"
गोलमेच,,"15,22"
गोलरक्षक,,"18,22,15"
गोलसिमले,,
गोला,NN,"18,22,15"
गोलाकार,,"15,22"
गोलि,VF,"8,43"
गोलिँदो,,14
गोलिगाँठो,,"18,22,15"
गोली,,"18,22,15"
गोलो,ADJ,"15,22"
गोल्चे,NP,"18,22,15"
गोल्छा,NP,"18,22,15"
गोल्ठे,,
गोल्ठो,NN,14
गोल्ड,NN,"18,22,15"
गोल्डकप,,"18,22,15"
गोल्याहा,ADJ,
गोविन्द,NP,"18,22,15"
गोश्वारा,NN,"18,22,15"
गोष्ठी,NN,"18,22,15"
गोस्वारा,,
गोस्वारी,,
गोही,NN,"18,22,15"
गौ,NN,
गौँथली,NN,"18,22,15"
गौंडा,NN,
गौंडे,,
गौचन,NP,"18,22,15"
गौण,NN,
गौतम,NP,"18,22,15"
गौना,,"15,22"
गौर,NN,"15,22"
गौरव,NN,"15,22"
गौरवान्वित,,
गौराङ्गी,,
गौरी,NP,"18,22,15"
गौरीशंकर,,"18,22,15"
गौशाला,,"18,22,15"
ग्याँच,NN,
ग्याँचे,,
ग्याँठ,NN,
ग्याँठकोपी,,"18,22,15"
ग्याँठवाल,,
ग्याँस,NN,"15,22"
ग्याइँग्याइँ,,
ग्यारेज,NN,"18,22,15"
ग्यारेन्टी,NN,"18,22,15"
ग्यालरी,NN,"18,22,15"
ग्यालेक्सी,NN,"15,22"
ग्यास,NN,"15,22"
ग्यास्टिक,NN,"15,22"
ग्रथित,,
ग्रन्थ,NN,"18,22,15"
ग्रन्थचित्र,,"18,22,15"
ग्रन्थि,,"18,22,15"
ग्रसित,,
ग्रस्त,NN,"15,22"
ग्रह,NN,"18,22,15"
ग्रहण,NN,"15,22,34"
ग्रहणकर्ता,,
ग्रहणीय,,
ग्रहीतव्य,,
ग्राफ,NN,"18,22,15"
ग्राम,NN,"15,22"
ग्रामवासी,,
ग्रामीण,,
ग्रामोन्मुखी,,
ग्राम्य,ADJ,
ग्राहक,NN,"18,22,15"
ग्राही,,
ग्राह्य,ADJ,
ग्रिड,NN,"18,22,15"
ग्रिनेड,NN,"18,22,15"
ग्रीक,NP,"15,22"
ग्रीन,,"15,22"
ग्रीवी,,
ग्रुप,NN,"18,22,15"
ग्रेटवाल,NN,"15,22"
ग्रेनाइट,NN,"15,22"
ग्रैष्म,,
ग्लानि,NN,"15,22"
ग्लास,NN,"18,22,15"
ग्लोबल,,"15,22"
ग्वाँग,NN,
ग्वाँगे,,
ग्वाँच,NN,
ग्वाँचे,,
ग्वाँज,NN,
ग्वाँजे,,
ग्वाङग्र,NN,
ग्वाङग्रे,,
ग्वाङ्ग्रो,ADJ,14
ग्वाच्च,,
ग्वाम्म,,
ग्वारग्वार,,
ग्वार्र,,
ग्वार्लाम्म,,
ग्वाल्ल,,
घँसिया,NN,"18,22,15"
घँसिलो,,14
घँसुवा,,
घचक्क,,
घचघच,,
घचिलो,ADJ,14
घचेटाहा,,
घचेट्,VF,"1,41"
घच्चा,,"18,22,15"
घच्याकघच्याक,,
घच्याक्क,,
घटक,NN,"15,22"
घटघट,,
घटघटी,,
घटना,NN,"18,22,15"
घटनाप्रधान,,
घटनास्थल,,"18,22,15"
घटराज,NP,"18,22,15"
घटिका,,"15,22"
घटित,,
घटिया,,
घटी,ADJ,
घटुवा,,"15,22"
घट्,VF,"1,41"
घट्काउ,VF,"9,42"
घट्ट,NN,"18,22,15"
घट्टे,,
घडघड,,
घडघडे,,
घडघडो,,14
घडा,NN,"18,22,15"
घडी,NN,"18,22,15"
घडीयाल,NP,"18,22,15"
